championName,magicDamageDealtToChampions rate,teamDamagePercentage,damageTakenOnTeamPercentage,totalTimeCCDealt per minute,enemyChampionImmobilizations per minute,killParticipation,soloKills per minute,totalHeal per minute,effectiveHealAndShielding per minute,survivedThreeImmobilizesInFight per minute,twentyMinionsIn3SecondsCount per minute,soloTurretsLategame,turretPlatesTaken,version
Ahri,0.2599777454265223,-0.23246240101539067,-0.36978985600601555,-0.6697496673017743,0.09114858458347891,-0.02385585978826199,-0.31855091312944356,0.12955447476912255,-0.20639492237420892,-0.2687844735995862,-0.11869374820780847,-0.17142515294811625,0.03451203857681467,13.16
Akali,0.8521672817636416,0.2325395429172298,0.7166700500166652,-0.6482359503348443,-0.9268171411145131,0.10781773723241538,0.2284307880958388,-0.21636566404516774,-0.20639492237420892,-0.010784463495623257,-0.2456063300730321,-0.2535159587787096,-0.34153910716888836,13.16
Akshan,-1.13990381657408,0.1449657403257595,-0.3022639141750761,-0.7956465004789857,-0.9290571766278254,0.1291132848068704,0.3828602184393566,-0.25902852555614686,-0.20639492237420892,-0.35471759135277614,0.1684547104702738,0.2538048531917638,0.11593030694506332,13.16
Anivia,0.7503863654473079,-0.7275363891732831,-0.041243276214133796,4.588502741031564,1.613986316080691,-0.65156155970789,-0.6339250782433082,-0.009909217598252494,-0.18361162227496014,0.28570948373008803,-0.16856933049098005,-0.3434383853231557,-0.2544243516708067,13.16
Azir,0.969713912906858,-0.1178545982513433,-0.5633269438052091,-0.23908083336522803,-0.5271915666135447,-0.16961425224521978,-0.4703186810412013,-0.5671218887128607,-0.20639492237420892,0.2081534864401625,0.15418210876446056,0.2086448433120928,-0.1083752916563861,13.16
Cassiopeia,0.9888181367397657,-0.1330862033922643,0.024143833476766158,0.6252013756860388,-0.5959908765191168,-0.1916852489694029,0.3437128159965785,0.6111523977045382,-0.20639492237420892,-0.1542246236205754,-0.4434756734895873,-0.34705507379873346,0.3394570666624799,13.16
Diana,0.7282179738780838,0.16080210294775532,-0.2990043934959143,-0.7903474574395583,-0.35247014348624967,0.17414729262048512,0.11742178660908648,-0.5791652187599866,-0.20639492237420892,-0.0878314119449282,-0.36611090490246584,0.250840090617976,0.22349205598201566,13.16
Ekko,0.7118626961830474,0.1725831812200594,0.5978383739673944,0.6681971322589135,-0.694941446352103,0.17383667523297797,0.15021231623545447,0.353056720589412,-0.20639492237420892,-0.3135588132549105,0.248832598349831,0.30552988072610554,0.3186428339762427,13.16
Fizz,0.5094304387843239,-0.10226548225526357,-0.1854344269991745,-0.18843320152034637,-0.5085034550673334,0.06887836807159024,0.3247613562787119,-0.48639743887451736,-0.20639492237420892,-0.12714774432960974,-0.5209474556023141,0.03608193994966637,-0.18882798199296835,13.16
Irelia,-0.8080873505676767,-0.023293634493300845,0.8960221467332871,-0.6471709962309667,-0.17275326026326604,-0.3468763237031859,0.34930809067095797,1.171601746127312,-0.20103436389470808,0.02671689756718663,0.6275357349960919,0.13423573008674974,0.22349205598201563,13.16
Jayce,-1.186371595957123,0.7209761677573955,-0.2514808535205794,-0.11876426556438203,-0.35991067042612396,0.34333724413198946,0.08844435435979779,-0.47992972453098476,-0.20639492237420892,-0.3621855886138171,0.6917754496794649,0.5600196371243042,0.5769092313891448,13.16
Katarina,0.6683400838443845,0.15450838976089187,0.3485216812410685,-0.9247559781982811,-0.9252592688068,0.2531400630599788,0.15384972240033234,-0.2077566447433861,-0.20639492237420892,-0.10744669716268607,-0.5054743185187903,-0.23485816736865114,-0.46775036062310454,13.16
Leblanc,0.4167997629174823,0.10519919362718194,0.05493870360618757,-0.8059724301048561,-0.2010062221251,-0.013657959169243287,-0.1560561970406769,0.2982395735821821,-0.20639492237420892,-0.05860033433073254,0.33550188406707326,0.3456609199849068,0.3834437948516215,13.16
Lissandra,0.7785589357360111,-0.37242833107605344,-0.22848043731388826,1.8388564442068265,0.7441085273255537,0.23887917988502247,-0.32152372754938263,-0.2657853358379625,-0.20639492237420892,0.01804581175871434,0.16117957619406387,-0.36371242356633343,0.14618204886170616,13.16
Lux,0.7898160397329663,0.1834662161591743,-1.4017373508078759,1.2942635570221392,0.13988712021660402,0.41850373111713407,0.09027376833446606,-0.7271347906523365,3.2512180190087854,0.06588370776612601,0.030571888499595065,-0.3175876517775627,-0.004369017635738668,13.16
Malzahar,0.9707597078557674,-0.24670741085032813,-1.0181217348865108,1.4823067558097502,-0.49457047933709375,-0.2276178017810816,-0.5539492817943481,-0.7962079125584235,-0.20639492237420892,-0.4693867941223714,0.6471275410368176,-0.26545213473164464,0.2962544156246598,13.16
Naafiri,-1.5636911989891829,0.04126990737043901,0.4377362372914189,-0.5342849911034895,-0.9290571766278254,0.05114338779058728,0.2262714066991399,0.24081195963596877,2.9247006126688793,0.5285970922169315,-0.4837661734992739,-0.015300292568297869,-0.2067549401657937,13.16
Neeko,0.880435422791214,-0.15713514736337794,-0.37014689612148943,0.11657392486358234,1.3456176394979031,0.13990119269450715,-0.26276897826281514,-0.5677013120744832,-0.20639492237420892,-0.14005791406414103,-0.1200223042484778,-0.16952910376131208,-0.13906521878909095,13.16
Orianna,0.9084531094948445,0.20273311534063618,-0.6421994714388122,0.8019555503131768,0.1541927776519247,0.593074567316486,-0.15539786025262348,-0.5876638705629796,3.1979131616049883,0.1033326246411145,0.5253681387114278,-0.15958886242839423,-0.07739013389162133,13.16
Pantheon,-1.4847361935779242,0.15677710172325884,0.07561469655854176,-0.8320462037357323,0.2792451365103346,-0.06193225948108555,0.12636867653094808,-0.08644232221873142,-0.1997527470122832,0.28861003630568516,-0.5168844510796782,0.05088847307642188,-0.05997797012578585,13.16
Qiyana,-1.3459218383398397,-0.12310840234513355,-0.5367236655730289,-0.6026417688132164,0.332918628221733,-0.2290745900603678,0.14472701132445612,-0.6124618772965397,-0.20639492237420892,-0.1401282762919015,-0.865341945420864,0.1348760165648386,-0.27902299029999605,13.16
Ryze,0.9077154662225484,-0.35960521323784905,0.29904447561092207,-0.6716023598773442,-0.026518786382786583,0.06216956928792056,-0.6495502049027545,-0.0886333297674546,-0.20639492237420892,0.06607912172073374,0.2539834523080576,-0.17595336453542498,-0.21308210187384974,13.16
Sylas,0.9611975511955415,-0.12009711175147303,1.3376710513915229,0.67848993502769,1.2052756192258187,0.11694010045398996,0.04795784117545287,0.7306875312138301,-0.15257476628740424,0.24492306619027693,-0.8468591905152955,-0.21612847485891598,-0.20781640479444785,13.16
Syndra,0.7929786993954324,0.14767919447282687,-0.6214254618492302,0.9468367151709864,3.964746479493125,0.14595822701574906,-0.2653196987878929,-0.6253046542513765,-0.20639492237420892,-0.1501215371611708,0.20377867610603093,-0.17157443464879676,-0.2046864449920062,13.16
Taliyah,0.9368836191480919,0.1755243008234005,-0.2556081471215589,1.7648676240902685,0.6957488721316253,0.3023892737530406,-0.3448468899489299,-0.5109562429480117,-0.1549488859861874,-0.1160850332814708,-0.1855216610758806,-0.23780811873485308,-0.12992511942511348,13.16
Talon,-1.5626910463731996,0.30272730557252403,0.3385434525771947,-0.029331437852062096,-0.9290571766278253,0.2999491910146288,0.5618976154061024,-0.0942729105374957,-0.20639492237420892,0.41557956236815996,-0.09832139690050064,0.0682910117256868,0.02945909693496437,13.16
Tristana,-1.0672221641361317,-0.09141241672000024,-0.04593659098002479,-0.7526202551723885,-0.5663372900055657,-0.357103959159369,0.04151422443246368,0.21501531238654242,-0.20639492237420892,0.1543592685528925,0.37085169728495965,1.2694326071003479,1.0939454694847597,13.16
TwistedFate,0.6320828112384466,-0.6164489052138113,-0.4296793492667667,-0.12791429205688543,0.6509180782836974,0.18076299616223898,-0.5218255757692704,-0.2200640624903452,-0.058148956962158965,0.14834094664482225,-0.03598445593072239,0.1660012511567244,-0.2046864449920062,13.16
Vex,0.8340400614458788,-0.010524067950458897,-0.5885073178680282,1.689000909398862,1.1827293599718984,0.1509100590450695,-0.16472659962356442,-0.4422798459791902,-0.20639492237420892,-0.2521295977908891,-0.47004357342768727,-0.0759704526876482,0.050317640032522364,13.16
Viktor,0.9244460145283351,0.35055254139653175,-0.6375532918597021,0.18600799460795542,-0.5837649235923582,-0.06396330460718465,-0.3248797610726652,-0.6410615275800023,-0.20639492237420892,0.9359351155754787,0.27582879385290643,-0.30170826918868454,-0.2919079914867143,13.16
Vladimir,0.8938404821794445,0.4895196258173796,1.445242980933099,-0.5623200126591424,-0.9290571766278253,-0.03629882874868329,0.25107784936672134,5.735032948961778,-0.20639492237420892,0.042885536880880995,0.3698525930512126,-0.22434053978266685,0.03794803889327289,13.16
Xerath,0.9342424571743837,0.47256256415802494,-1.1639499966062645,0.05999198641519061,-0.30282294586873587,0.4279213664761377,-0.19837889148324095,-0.7307496534203393,-0.2063949223742089,-0.387585288720376,-0.0478713349020395,-0.43579147262843626,-0.3230717152871492,13.16
Yasuo,-1.3281006715079753,-0.4996878232192186,0.04859971671152666,-0.3340329212046079,0.2612133186444157,-0.44724517278394704,-0.08208109611676337,0.03846977072119106,-0.20395887088451206,0.09180190497166046,0.20943700267783003,0.32627766756989157,0.00751489323321451,13.16
Yone,-1.0277504172276646,-0.18914688349288733,0.17415898786483192,-0.1856447339973457,0.6531906833984676,-0.405163779290228,0.22674790438692102,0.003928252893414763,-0.20639492237420892,-0.07995789027639205,0.17957414773618843,0.13813161328014664,0.061646807431087365,13.16
Zed,-1.4177164635300594,0.1146667831606319,-0.11408128054402115,-0.31308150354316366,-0.928494399103481,-0.07160296863581823,0.1447986750686137,0.04054221798690291,-0.20639492237420892,-0.023773665403595483,0.3145140761152612,0.08060608678360816,0.08605204332368765,13.16
Zoe,0.4521424319822498,0.052352444838862554,-0.7832777161250342,-0.39021534196974483,-0.07510837440061709,-0.04512859608928167,0.0029795605973750305,-0.39772404674344364,0.0376208893159519,-0.31083266513022173,-0.43942791771773365,-0.3438335746980481,0.1245352468680195,13.16
Ahri,0.30725388942869913,-0.12890149007761095,-0.2642274425677138,-0.6724750659119759,0.03721386439879915,0.1972798774120634,-0.40944290469494155,0.5150216474085376,-0.21853235810645258,-0.00035708111924789886,0.0774861106289704,-0.17313658856464467,-0.03884220374892,13.17
Akali,0.8666575593910627,-0.07897085809374274,0.48420647695133623,-0.6568657248399342,-0.9074024335312415,-0.16935726979446142,0.2287727024949374,-0.3332822092853676,-0.21853235810645258,0.3023391992705342,-0.3687763283759456,-0.29934055781531,-0.39515212229718155,13.17
Akshan,-1.156043111903918,-0.038357603087872796,-0.07308008423944835,-0.7934052889959922,-0.9081683805748332,-0.13118951113023272,0.062394445174560886,-0.10795876535546516,-0.21853235810645258,0.11383259944415858,-0.28612030717724535,-0.1983910822114741,0.09845152633389642,13.17
Azir,0.987081519731587,-0.003334560922545536,-0.4076347292429023,-0.2760312583850194,-0.4991228422274367,-0.20406327865244325,-0.19124922262725053,-0.7472802679077646,-0.21853235810645258,-0.13333775338389217,0.30367405150147153,0.45500559692690495,0.02382496921571047,13.17
Cassiopeia,0.9982595250105932,-0.09935932644761086,0.3430774830492161,0.7901099046605351,-0.613189229729647,-0.32349135883654556,0.27627516946110015,1.1323137398567316,-0.21853235810645258,0.2644000688604831,0.10297625900317676,-0.2984095654391956,-0.2990080536117359,13.17
