championName,magicDamageDealtToChampions rate,teamDamagePercentage,damageTakenOnTeamPercentage,totalTimeCCDealt per minute,enemyChampionImmobilizations per minute,killParticipation,soloKills per minute,totalHeal per minute,effectiveHealAndShielding per minute,survivedThreeImmobilizesInFight per minute,twentyMinionsIn3SecondsCount per minute,soloTurretsLategame,turretPlatesTaken,version
Karthus,1.438704738787234,1.6743684215592807,0.10919039690041712,-0.8726468677275466,-0.9189875045165063,0.561150022297783,0.36745576904078464,-0.4588582444810035,-0.41844920937816443,-0.29914787043165736,0.4324892520509736,-0.1560142227496191,0.07617435598697532,13.17
Kayn,-0.9027934974088235,-0.05572733581148252,0.5608175551006009,-0.6466568996308486,-0.620801291251411,-0.3310517708039386,-0.2407967347568471,0.15570413247535655,-0.41844920937816443,-0.1306547068044283,0.22590841754850705,-0.14575723232663376,-0.41287781186217737,13.17
Khazix,-0.9044232554746823,0.06949466182181152,-0.1974455297400646,-0.8156745074366505,-0.923460110972714,-0.3364153856168339,0.24119493843955928,-0.18439090612510922,-0.41844920937816443,-0.2648354990250315,-0.21786898386045062,-0.011659922243758428,0.07617435598697532,13.17
Kindred,-0.6375481438211924,0.29550113253544563,-0.12572972553520806,-0.7844366726845424,-0.9204636163340875,-0.24924398112397642,-0.11826489277770735,-0.13891840530711239,3.1669044563249593,-0.4684530819544818,0.18823720305911207,0.3917569442866399,-0.21983090350066972,13.17
LeeSin,-0.6134649810604887,-0.2916098214238916,0.27419820897429104,0.3285434042939281,0.18219233367125792,0.005845754456710011,-0.14285920676449945,0.004283189467897695,0.4473387145273865,0.1613524851222188,-0.22214438442543638,-0.12740836088125967,-0.009764159015502594,13.17
Lillia,0.9347134736591965,0.11340636588637225,0.33855752836449154,0.2957936614700929,-0.5799461887751289,-0.11253795803437114,-0.2721624082396714,0.6778964501977717,-0.41844920937816443,0.041873052552212325,0.6180270560981087,-0.17520313784716585,-0.11648255862026667,13.17
Maokai,1.1599026151254546,-0.34081688803586513,0.5298723320224481,0.9238683591969558,2.3065529430832585,0.069036317884903,-0.698231743969249,0.4201438921107515,0.792119210998597,-0.12042803756599935,-0.32164545810086,-0.1835461444113166,-0.5099119721497077,13.17
MasterYi,-0.8827273720481055,0.2410309952823684,-0.45831147272875217,-0.8018097344190972,-0.9190848605203065,-0.3811426676414587,0.45156073923140594,-0.33434010580400453,-0.41844920937816443,-0.33446407819731416,0.1690496887184051,0.6431625125771339,0.34995997132133,13.17
Nidalee,1.273864114206696,0.26922033433686193,0.11265311068460884,-1.2378172907347005,-0.9189070659870056,-0.010902777654416362,0.10529660007599907,0.4561780097864846,1.9206155716857616,-0.25328203652333336,-0.3458853993788686,-0.10162492038247462,-0.0701708003012181,13.17
Nocturne,-0.8778748940369381,-0.06000748939203936,0.09938823714382945,0.866100465674944,-0.4889939370913718,-0.2538745113127491,0.20807914111247877,-0.11967905266640007,-0.41844920937816443,-0.283242667772077,0.1216172750312992,-0.16856278568386218,0.0612033712568992,13.17
Nunu,1.2234165319525714,-0.900359488935436,0.5077830139042009,-0.17533635129652636,0.8991341151578088,0.2605667478129205,-0.5081207462030013,0.8263915942065908,0.613018734652358,0.2641520160908152,-0.40890063726069986,-0.1427581123199129,-0.24684158203684775,13.17
Poppy,-0.8185468873578765,-0.2130483954642503,-0.5176018900397173,1.7866106719078405,0.9722577909916972,0.3618009789372643,-0.31765945782765037,-0.6933922607003783,-0.41844920937816443,0.2563868167253639,-0.3201269081850155,-0.16129812690691459,0.1428632879664052,13.17
RekSai,-1.0655892942138765,-0.2710999072617263,0.19005416572847023,-0.1993742403283496,-0.03896290360316204,-0.14446983027680005,-0.17882181974562578,0.16912339713374386,-0.4184492093781644,0.22330421535817743,-0.18140818546018328,0.37867333681923865,-0.0896536779388868,13.17
Sejuani,0.056318715766086755,-0.9796975504724298,-0.253505676491843,-0.36291073905220633,0.14992917346950138,-0.12445016789183659,-0.5586133654191748,-0.2747728395575841,1.7115120690308816,0.22106623611779774,-0.4080940793177539,-0.15077004719501005,-0.3546573156896592,13.17
Shaco,0.06798472841330157,-0.10188993549290119,-1.0560659041101867,1.354105570282212,0.6639692562363858,-0.11725446743445724,0.015349251426462455,-0.810685824192049,-0.4184492093781645,-0.34015312372634326,-0.32953699100069955,0.025673318071716838,0.07013667490241787,13.17
Sylas,1.4722753068721752,0.47539845434109845,0.5449830017624839,-0.08771245302429764,0.4724960254253372,-0.08318797273406124,0.3794220935087598,-0.008878885446098689,-0.3372811225918359,-0.1425556911881718,-0.23389260845376034,0.00407260442006872,-0.04026663635806103,13.17
Taliyah,1.3028634651568476,0.31412008042533984,-1.2807632479346973,1.0689250386965485,0.19303243368933953,0.08964789567750098,-0.18990596980289892,-1.1159523836577083,-0.41844920937816443,-0.5446496004954874,0.5319211791338502,-0.15939533593614336,0.05901463079928575,13.17
Talon,-1.0645529854299465,0.7149845159938814,0.2785390307494448,-0.29993365163847513,-0.9141700457361339,-0.0647343039059756,0.9127591384362801,-0.4067622709058448,-0.4184492093781644,-0.09340423136835332,0.7960567924403719,0.5753716016298009,-0.08296166688457436,13.17
Vi,-1.0605837723400782,-0.33084296901218563,-0.7609224335419618,-0.3859105464124192,1.7438452271623581,-0.2808995459707639,-0.00600512479638676,-0.832596484238355,-0.23687824693856893,-0.2742183595747743,0.07631929752225886,-0.1835461444113166,-0.26273021646989364,13.17
Viego,-0.7841593376508477,-0.09205320818436723,0.06302957114065877,-0.7673603737807997,-0.09717211400051654,-0.2314673405698221,0.10123856619565452,-0.07309190461126805,-0.3621747010684099,-0.19377329910045984,0.05086576503486185,0.18698804830940113,0.049925793305806106,13.17
Warwick,0.33151267241050253,-0.021195257711020644,0.7054164502222033,-0.6579438934829487,0.704002908936168,-0.12493785496381837,-0.0340319008770373,0.7729311824526842,-0.41844920937816443,0.16582551150810734,-0.20534673881812443,-0.16519152997018494,0.1984373979492635,13.17
XinZhao,-0.8656256719581238,0.16862205530971114,0.7414330115816534,0.5134323147009725,-0.12002127287614901,0.19059410904296373,0.16581216675555654,0.5205664470281701,-0.41844920937816443,0.30013723065137193,-0.11763157431280365,-0.16315212836561474,0.08523087761381148,13.17
Zac,1.2392907777196878,-0.4291633392140574,0.49093607812930434,0.07761449929485918,2.967964922505271,0.21079486720815985,-0.5522310941637941,4.264144030414767,1.4200949358112278,0.605238667455924,0.07990330169538169,-0.1616954129337789,0.09169982163298017,13.17
Amumu,1.0982087435093297,-0.5767786731997911,-0.38835343456055427,-1.0194968439326308,1.0021070509081769,-0.4070411333606104,-0.16878698936648734,-0.5914138471153739,-0.133018644388625,-0.27661167076310894,-0.19666497206092365,-0.15813741628915745,-0.4905800568080361,13.18
Briar,-0.8121685619701886,0.0471932575024984,0.5782912563281533,0.9704482760722921,0.5828583420232462,-0.1892270072878206,0.1678970866070599,2.1753850850383007,-0.36825637067245054,0.20233716414720018,0.011203986420385156,-0.09011745343378477,-0.387972238320426,13.18
Diana,1.1570307431625462,0.553877507838832,-0.7907999872912354,-0.9702450488261667,-0.5631482163633467,-0.15043554746166418,0.5645435066618818,-0.941730514101636,-0.36825637067245054,-0.18276725556680293,0.5945144461146693,0.7697446791758791,0.7260555052593415,13.18
Ekko,1.1442560018827057,0.1589549002878802,0.371963164962788,0.21236669823225648,-0.8035573157539196,-0.22885066287465727,0.08382591856998295,-0.06118019016609695,-0.36825637067245054,0.09790161134333802,0.062091194512115734,0.04190850576465773,0.16545503799040753,13.18
Elise,1.179244810106194,0.02548273661911297,-0.4607607904458564,-1.088928272994836,-0.2779899303143995,-0.1465097147912601,-0.3225500362798274,-0.5255269010612313,-0.36825637067245054,-0.1644012114560463,-0.2948530761211672,-0.1650885115106589,-0.2267313806970386,13.18
Evelynn,1.4433954159525555,0.4057596974967553,-0.09914843967448177,-0.8598408430650425,-0.5810955283789718,0.1003326701370068,0.43945302321043966,-0.25659261096959995,-0.3682563706724505,-0.1899028284916586,-0.20625223576446858,0.2493315525564995,-0.30460338579924273,13.18
FiddleSticks,1.4080801220076324,0.058851044219076575,-0.2341492850459642,1.509469485066493,1.2537070526676686,-0.124055135819008,-0.3744573978745703,0.19711942757146517,-0.3682563706724505,-0.20497070596093983,-0.05939817235523461,-0.16726072876737808,0.14430582008405177,13.18
Gragas,1.3468965524165224,0.21997939603208796,0.1269446735884237,0.03794746046176015,0.959138483935702,-0.13751096222418863,-0.14299874547872735,0.015695808226183678,-0.36825637067245054,-0.28120175155368066,-0.2543099510282166,-0.1650885115106589,-0.15344008177731705,13.18
Graves,-0.938757735993724,0.13210767322836517,-0.5811964284937307,0.4188237472525206,-1.0001205683719032,-0.2223056750740743,0.0320912825524799,-0.49006584241032697,-0.36825637067245054,-0.14084034259207728,1.4141264748952547,-0.003490400378318041,0.09086424795508809,13.18
Hecarim,-0.6776882388410888,-0.23024460028883031,0.9252082374841379,-0.7684409267392718,2.0306657889480615,-0.30722218088726166,-0.26632133709417705,0.7070221820343938,-0.36825637067245054,0.09466400210512194,-0.23475695400670005,0.07205077546902437,-0.3494943063875722,13.18
JarvanIV,-0.8019961164686161,-0.5949917230696646,0.08700884295088979,0.4484286020739015,-0.36538426117532474,0.6591958963284141,-0.41435964215016263,-0.3162782017101758,-0.36825637067245054,0.34251459848454885,-0.3466483909672436,-0.16350871714213583,0.06976523766001673,13.18
Karthus,1.4392744778978397,1.4188410364286108,-0.3083430597279746,-0.9355780544865442,-1.0017681325370773,0.4483140268343094,-0.07594328789749037,-0.6359990259339995,-0.3682563706724505,-0.49925041256354435,0.632683995406005,-0.16726072876737808,-0.2725384425218646,13.18
Kayn,-0.9276756726544688,0.028453896849880717,0.5188080060964824,-0.5660218121874364,-0.6631557776101996,-0.05721986692924122,0.05329099931833668,0.25840678898170816,-0.36825637067245054,-0.42399207391403354,0.5316688277759357,-0.16659961916750704,-0.24744413908739468,13.18
Khazix,-0.9183645170224086,0.4826220710558479,0.11701428836893303,-0.6403960301949295,-1.0044259776562796,-0.13889969048767206,0.8578894659176409,0.020246311059453157,-0.36825637067245054,-0.14847486952098,-0.35206048551910174,-0.02821350711990528,-0.056828824110411374,13.18
Kindred,-0.626088227343589,0.3593090554972139,-0.5462366168541751,-0.7600087051448481,-1.0017440303331802,-0.06650150384259995,0.16593005770453204,-0.13026631424516905,3.5653029098883153,-0.2581533484852782,0.5191802674225033,0.602064750587029,0.40588825208371576,13.18
LeeSin,-0.5849641515926524,-0.2746224101926748,0.22071379620402692,0.1637677572176313,0.19627298547393715,0.19984649755118145,-0.08660119055551989,0.002336137798696748,0.5746520746790085,0.16221717937284802,-0.08520567212932638,-0.017231825301947955,0.09327288219188644,13.18
Lillia,0.92607131003628,0.11126068022505638,0.8867042108209701,-0.0978359682145297,-0.6309600932936966,-0.07845205227846061,-0.31196881663021403,0.7193869993580844,-0.36825637067245054,-0.03193582520087045,0.29011655478606774,-0.15509631212975059,-0.0416708509247417,13.18
MasterYi,-0.8996205331162804,0.10437745807854315,-0.4174169585751197,-0.868652824149721,-1.0044259776562796,-0.28908172463444076,0.353552638360846,-0.5675469786537757,-0.36825637067245054,-0.01065952328135075,-0.11111393190806253,-0.16895023107815968,0.4328903095804553,13.18
